background,mu_background,omega_cluster,omega_background,barrier,effective_radius,rho_vapor_meta,rho_liquid_meta,eigenvalue
1.139021820728e-02,-4.659409162547e+00,2.108729747167e+00,-2.168707870045e+01,2.379580844762e+01,2.800073653365e+00,1.139021820709e-02,7.778532997757e-01,-8.099044217336e-03
