ix,iy,x,y,rho,eigvec
6,17,-4,0.4,0.0436498602488354,-0.00223791572277975
6,18,-4,0.8,0.0421817330729942,-0.00200193230770909
6,19,-4,1.2,0.0401037017578834,-0.00167060745276815
6,20,-4,1.6,0.0378112016066292,-0.00130610190234726
6,21,-4,2,0.0356413235331528,-0.000962833046075006
6,22,-4,2.4,0.0338028561418783,-0.000673904963170079
6,23,-4,2.8,0.0323732817208697,-0.000450418071139837
6,24,-4,3.2,0.0313356249534321,-0.000289701746425003
6,25,-4,3.6,0.0306236026367614,-0.000179729917466739
6,26,-4,4,0.0301570490622373,-0.000108420957891518
6,27,-4,4.4,0.0298627581109142,-6.36835879160497e-05
6,28,-4,4.8,0.0296831601182431,-3.64213501977982e-05
6,29,-4,5.2,0.0295771066175072,-2.03893903855594e-05
6,30,-4,5.6,0.0295170593532301,-1.13806391879198e-05
6,31,-4,6,0.0294967504674162,1.70000885912878e-07
7,0,-3.6,-6.4,0.0294967504674162,-2.36428957487895e-07
7,1,-3.6,-6,0.0295107346582684,-1.03988243846535e-05
7,2,-3.6,-5.6,0.0295579919240327,-1.75424294599938e-05
7,3,-3.6,-5.2,0.0296528873561577,-3.20098292310616e-05
7,4,-3.6,-4.8,0.0298240947217036,-5.79731526876086e-05
7,5,-3.6,-4.4,0.0301215127290521,-0.000103162438869525
7,6,-3.6,-4,0.0306238159951582,-0.000179729309330462
7,7,-3.6,-3.6,0.0314471048840649,-0.000306713452184935
7,8,-3.6,-3.2,0.0327485190918034,-0.000509141674854255
7,9,-3.6,-2.8,0.0347164983260205,-0.0008169580384995
7,10,-3.6,-2.4,0.0375344256309922,-0.00126210465969892
7,11,-3.6,-2,0.0413036597284775,-0.00186151835372942
7,12,-3.6,-1.6,0.0459242165799364,-0.00260024889628834
7,13,-3.6,-1.2,0.0509738092287849,-0.00340922067448473
7,14,-3.6,-0.8,0.0556775089193694,-0.00416076938795161
7,15,-3.6,-0.4,0.0590634668985424,-0.00469798470369353
7,16,-3.6,0,0.0603014966280313,-0.00489623859516394
7,17,-3.6,0.4,0.0590626045303137,-0.00469983422732242
7,18,-3.6,0.8,0.0556760077443051,-0.00416269095396196
7,19,-3.6,1.2,0.0509720144109636,-0.00340886045593977
7,20,-3.6,1.6,0.0459224537704518,-0.00259997960632056
7,21,-3.6,2,0.0413021446673575,-0.00186113810859525
7,22,-3.6,2.4,0.0375332409369809,-0.00126138535307862
7,23,-3.6,2.8,0.0347156304416586,-0.000816912139126128
