ix,iy,x,y,rho,eigvec
13,13,-1.2,-1.2,0.456502243342042,-0.0241218125096336
13,14,-1.2,-0.8,0.505088563516559,-0.0209975158505546
13,15,-1.2,-0.4,0.532022872968596,-0.0191912060758137
13,16,-1.2,0,0.540847289570272,-0.0186093146652359
13,17,-1.2,0.4,0.532016404238865,-0.0191803306325426
13,18,-1.2,0.8,0.50507514116734,-0.0210032332800097
13,19,-1.2,1.2,0.456479544746388,-0.0241278975129848
13,20,-1.2,1.6,0.379694144019406,-0.0270945787258029
13,21,-1.2,2,0.28028820684116,-0.0264074741480746
13,22,-1.2,2.4,0.184024746327341,-0.0205348366308503
13,23,-1.2,2.8,0.113945831758547,-0.0127672901532557
13,24,-1.2,3.2,0.0726386273680555,-0.00682227723426474
13,25,-1.2,3.6,0.0509663083387809,-0.0034077136034358
13,26,-1.2,4,0.0400985717640554,-0.00166892292824518
13,27,-1.2,4.4,0.0347078464427125,-0.00081545573001201
13,28,-1.2,4.8,0.032033997196593,-0.000397202118400369
13,29,-1.2,5.2,0.0307131014475749,-0.000192645085614133
13,30,-1.2,5.6,0.0300772748112912,-9.51546892639235e-05
13,31,-1.2,6,0.0294967504674162,4.92026295301915e-08
14,0,-0.8,-6.4,0.0294967504674162,3.9792741537426e-08
14,1,-0.8,-6,0.0298392544035886,-5.90632196453199e-05
14,2,-0.8,-5.6,0.0301694564495456,-0.000109424694033932
14,3,-0.8,-5.2,0.0309155199106932,-0.000224082965845464
14,4,-0.8,-4.8,0.0324627809507867,-0.000464424368503893
14,5,-0.8,-4.4,0.0356403190715436,-0.000962688088041845
14,6,-0.8,-4,0.0421823819136028,-0.0020026327329305
14,7,-0.8,-3.6,0.0556775089193695,-0.00416121719901561
14,8,-0.8,-3.2,0.0831888389307151,-0.00842631593217454
14,9,-0.8,-2.8,0.136055998543244,-0.0155425405988509
14,10,-0.8,-2.4,0.223388759635837,-0.0235888821531904
14,11,-0.8,-2,0.334367813943827,-0.0274328696601825
14,12,-0.8,-1.6,0.435415381265539,-0.0252281066654831
14,13,-0.8,-1.2,0.505088563516558,-0.0209926577664385
14,14,-0.8,-0.8,0.549650489291609,-0.0180614309037404
14,15,-0.8,-0.4,0.576046656489323,-0.0164289398369961
14,16,-0.8,0,0.584587303326043,-0.0158445735738292
14,17,-0.8,0.4,0.576040286026913,-0.0164478689435175
14,18,-0.8,0.8,0.549637587519517,-0.0180712818039113
14,19,-0.8,1.2,0.505068283351827,-0.0209904187002609
14,20,-0.8,1.6,0.435383656172592,-0.0252261335963381
14,21,-0.8,2,0.334326276136008,-0.0274296054652849
14,22,-0.8,2.4,0.22334994312335,-0.0235752413115195
14,23,-0.8,2.8,0.136029286980277,-0.0155381595909708
14,24,-0.8,3.2,0.0831731784694722,-0.0084240305495393
14,25,-0.8,3.6,0.055668139086812,-0.00415829090445559
14,26,-0.8,4,0.0421752607976847,-0.00200066127385225
14,27,-0.8,4.4,0.0356325229012675,-0.0009611435973017
14,28,-0.8,4.8,0.0324488111526841,-0.000461719671616022
14,29,-0.8,5.2,0.0309001255678185,-0.000221374802426068
14,30,-0.8,5.6,0.0301637495475681,-0.000108298257560442
14,31,-0.8,6,0.0294967504674162,-5.28106484991036e-07
15,0,-0.4,-6.4,0.0294967504674162,4.07034135159821e-08
15,1,-0.4,-6,0.0298689256129396,-6.34610471038101e-05
15,2,-0.4,-5.6,0.0302277746635803,-0.000118259896108087
15,3,-0.4,-5.2,0.0310433527646711,-0.000243748773311542
15,4,-0.4,-4.8,0.0327481563231231,-0.00050830458507264
15,5,-0.4,-4.4,0.0362831692089338,-0.00106408855709233
15,6,-0.4,-4,0.0436502278351066,-0.00223690440231212
15,7,-0.4,-3.6,0.0590634668985425,-0.00470003479223041
15,8,-0.4,-3.2,0.0908786598804893,-0.00956046677570456
15,9,-0.4,-2.8,0.152061948668737,-0.0173679991602192
15,10,-0.4,-2.4,0.250592536652985,-0.0251615581179735
15,11,-0.4,-2,0.368350839904749,-0.0272820442733264
15,12,-0.4,-1.6,0.466689833310626,-0.0235289277438878
15,13,-0.4,-1.2,0.532022872968596,-0.0191736661928896
15,14,-0.4,-0.8,0.576046656489325,-0.0164048771189363
15,15,-0.4,-0.4,0.599986568978609,-0.0144221290304413
15,16,-0.4,0,0.60588442957045,-0.0135935455230558
15,17,-0.4,0.4,0.59998162008808,-0.0144774992191733
15,18,-0.4,0.8,0.576033959090237,-0.0164168954586349
15,19,-0.4,1.2,0.532003318899666,-0.0191926623872065
15,20,-0.4,1.6,0.466660075525781,-0.023522616721761
15,21,-0.4,2,0.368308535697757,-0.0272809327981565
15,22,-0.4,2.4,0.250549639878716,-0.0251621240873931
15,23,-0.4,2.8,0.152031155405714,-0.0173648505193818
15,24,-0.4,3.2,0.0908604621564743,-0.00955650864942265
15,25,-0.4,3.6,0.0590527223394757,-0.00469753558871708
15,26,-0.4,4,0.0436422523286948,-0.00223401041268251
15,27,-0.4,4.4,0.0362746274799164,-0.0010630761872288
15,28,-0.4,4.8,0.0327330173351927,-0.000505820857254098
15,29,-0.4,5.2,0.0310268210106645,-0.000240941474491338
15,30,-0.4,5.6,0.0302217938375184,-0.000117061535385367
15,31,-0.4,6,0.0294967504674162,-2.10055711824093e-07
16,0,0,-6.4,0.0294967504674162,-1.82692051175773e-07
16,1,0,-6,0.029879337260142,-6.50156024506628e-05
16,2,0,-5.6,0.0302483372194912,-0.000121656545828513
16,3,0,-5.2,0.0310886403397638,-0.000250992799468095
16,4,0,-4.8,0.0328498574207006,-0.000524891085872847
16,5,0,-4.4,0.0365138794636378,-0.0011007405381148
16,6,0,-4,0.0441817725622239,-0.00232248022301843
16,7,0,-3.6,0.0603014966280313,-0.00489613310882341
16,8,0,-3.2,0.0937056522603883,-0.00996892346827228
16,9,0,-2.8,0.157896864882301,-0.0179939013091804
16,10,0,-2.4,0.260220947067678,-0.025617527031385
16,11,0,-2,0.379738167070835,-0.0270963905437392
16,12,0,-1.6,0.476632895362833,-0.0229052733960586
16,13,0,-1.2,0.540847289570273,-0.0186136537169607
16,14,0,-0.8,0.584587303326042,-0.015853635343548
16,15,0,-0.4,0.60588442957045,-0.0136069247502201
16,16,0,0,0.609620550225263,-0.0126693321954842
16,17,0,0.4,0.605880742933258,-0.0136626402761028
16,18,0,0.8,0.584575058638943,-0.0158436327587088
16,19,0,1.2,0.540827797409205,-0.0186069247571282
16,20,0,1.6,0.476603845164064,-0.0229063892053435
16,21,0,2,0.379695878567156,-0.0270931657232598
16,22,0,2.4,0.26017676295111,-0.025622115298669
16,23,0,2.8,0.157864616324139,-0.0179911003971986
16,24,0,3.2,0.093686519090802,-0.00996584923347741
16,25,0,3.6,0.0602902443411225,-0.00489382094936845
16,26,0,4,0.0441734860536102,-0.00232019388368062
16,27,0,4.4,0.0365050712580525,-0.00109872206037066
16,28,0,4.8,0.0328343064339594,-0.000521664809728859
16,29,0,5.2,0.0310717121294048,-0.000247983755704611
16,30,0,5.6,0.0302422638302052,-0.000120026633354308
16,31,0,6,0.0294967504674162,4.831608561714e-08
17,0,0.4,-6.4,0.0294967504674162,1.17128814484438e-07
17,1,0.4,-6,0.029868919038334,-6.34099632394646e-05
17,2,0.4,-5.6,0.0302277612968138,-0.00011805037243629
17,3,0.4,-5.2,0.0310433227663982,-0.000243707653311414
17,4,0.4,-4.8,0.032748087748535,-0.000508294603725069
17,5,0.4,-4.4,0.0362830113658638,-0.00106439968010087
17,6,0.4,-4,0.0436498602488355,-0.00223676943548155
17,7,0.4,-3.6,0.0590626045303137,-0.00469907424295952
17,8,0.4,-3.2,0.0908766792196543,-0.00955977201735395
17,9,0.4,-2.8,0.152057829361679,-0.0173688237523223
17,10,0.4,-2.4,0.25058565957575,-0.0251657964154394
17,11,0.4,-2,0.368342569216141,-0.0272755527205042
17,12,0.4,-1.6,0.466682486689878,-0.0235121969168224
17,13,0.4,-1.2,0.532016404238865,-0.0191788621109089
17,14,0.4,-0.8,0.576040286026913,-0.0164441185477795
17,15,0.4,-0.4,0.599981620088081,-0.0144515636646977
17,16,0.4,0,0.605880742933257,-0.0136278422461984
17,17,0.4,0.4,0.599976668721182,-0.0144567199713429
17,18,0.4,0.8,0.576027593263389,-0.0164086724629978
17,19,0.4,1.2,0.531996851020654,-0.019180491753891
17,20,0.4,1.6,0.466652735167354,-0.023525083246489
17,21,0.4,2,0.368300269778745,-0.0272773648498579
17,22,0.4,2.4,0.250542772043917,-0.0251636025984429
17,23,0.4,2.8,0.152027041561582,-0.0173631824417567
17,24,0.4,3.2,0.0908584853002738,-0.00955680135105594
17,25,0.4,3.6,0.0590518616052,-0.0046985541215884
17,26,0.4,4,0.0436418856614519,-0.00223630860355406
17,27,0.4,4.4,0.0362744700239581,-0.00106203067264365
17,28,0.4,4.8,0.0327329491316298,-0.000505632590974656
17,29,0.4,5.2,0.0310267912540861,-0.00024094436087597
17,30,0.4,5.6,0.0302217806017866,-0.000116761141905755
17,31,0.4,6,0.0294967504674162,-3.95596177450788e-08
18,0,0.8,-6.4,0.0294967504674162,2.40128655822734e-07
18,1,0.8,-6,0.0298392423454183,-5.895839873314e-05
18,2,0.8,-5.6,0.0301694321739287,-0.000109388250451005
18,3,0.8,-5.2,0.0309154653977437,-0.000224074145654091
18,4,0.8,-4.8,0.0324626572017287,-0.000464182723954234
18,5,0.8,-4.4,0.035640036730688,-0.00096252921214533
18,6,0.8,-4,0.0421817330729942,-0.00200167431867809
18,7,0.8,-3.6,0.0556760077443051,-0.00415955336361473
18,8,0.8,-3.2,0.0831854236123672,-0.00842655291601559
18,9,0.8,-2.8,0.136048829936184,-0.0155421751984141
18,10,0.8,-2.4,0.223376277229831,-0.0235900378198875
18,11,0.8,-2,0.3343515296913,-0.0274334882486177
18,12,0.8,-1.6,0.435399699695261,-0.0252274908493968
18,13,0.8,-1.2,0.505075141167341,-0.0210036130356788
18,14,0.8,-0.8,0.549637587519517,-0.0180529563045169
18,15,0.8,-0.4,0.576033959090239,-0.0164243121282194
18,16,0.8,0,0.584575058638942,-0.0158492311840734
18,17,0.8,0.4,0.576027593263389,-0.0164274470174787
18,18,0.8,0.8,0.549624686840156,-0.0180493378672603
18,19,0.8,1.2,0.505054870826643,-0.0210077281818103
18,20,0.8,1.6,0.43536797961875,-0.0252300105231339
18,21,0.8,2,0.334310009101523,-0.0274312331465682
18,22,0.8,2.4,0.223337473827433,-0.0235827122548534
18,23,0.8,2.8,0.13602213013639,-0.0155386533115717
18,24,0.8,3.2,0.0831697688134421,-0.00842480900301234
18,25,0.8,3.6,0.055666641178912,-0.00415756067860813
18,26,0.8,4,0.0421746133098151,-0.00200030233873921
18,27,0.8,4.4,0.0356322414194444,-0.000960933515075104
18,28,0.8,4.8,0.0324486879754923,-0.000461965814469264
18,29,0.8,5.2,0.0309000715797549,-0.000221363339110776
18,30,0.8,5.6,0.0301637253063635,-0.000108121333813051
18,31,0.8,6,0.0294967504674162,-2.21325730481653e-07
19,0,1.2,-6.4,0.0294967504674162,3.52944513086166e-08
19,1,1.2,-6,0.0297945988760004,-5.22789888668832e-05
19,2,1.2,-5.6,0.0300825039977804,-9.62578770660558e-05
19,3,1.2,-5.2,0.030726689647195,-0.00019516580600271
19,4,1.2,-4.8,0.0320460625591494,-0.000399413817113973
19,5,1.2,-4.4,0.0347142047013898,-0.000816669785403257
19,6,1.2,-4,0.0401037017578834,-0.001670304753333
19,7,1.2,-3.6,0.0509720144109637,-0.00340904013849348
19,8,1.2,-3.2,0.0726468443053355,-0.00682535575655913
19,9,1.2,-2.8,0.113958286498764,-0.0127670746817718
19,10,1.2,-2.4,0.184041189431185,-0.0205362894808952
19,11,1.2,-2,0.280303758655515,-0.0264076418552547
19,12,1.2,-1.6,0.379702655442059,-0.0270928994721257
19,13,1.2,-1.2,0.45647954474639,-0.0241170158948463
19,14,1.2,-0.8,0.505068283351827,-0.0210005339173655
19,15,1.2,-0.4,0.532003318899667,-0.0191814546886372
19,16,1.2,0,0.540827797409206,-0.0186137853381498
19,17,1.2,0.4,0.531996851020654,-0.0191934556195881
19,18,1.2,0.8,0.505054870826643,-0.0210133397567129
19,19,1.2,1.2,0.456456850093507,-0.0241275651216256
19,20,1.2,1.6,0.379669241100392,-0.0270950625573616
19,21,1.2,2,0.280265762101988,-0.0264088091829957
19,22,1.2,2.4,0.184009304927051,-0.0205367259971943
19,23,1.2,2.8,0.11393739570455,-0.0127652861189593
19,24,1.2,3.2,0.0726346257090164,-0.00682349228803535
19,25,1.2,3.6,0.0509645169375881,-0.00340736696925615
19,26,1.2,4,0.0400977788930206,-0.00166955646562079
19,27,1.2,4.4,0.0347074939889377,-0.00081541358911189
19,28,1.2,4.8,0.0320338400766485,-0.000397071470237274
19,29,1.2,5.2,0.0307130311905245,-0.00019255138447179
19,30,1.2,5.6,0.0300772427978622,-9.51804357201808e-05
19,31,1.2,6,0.0294967504674162,-7.18961695779283e-08
20,0,1.6,-6.4,0.0294967504674162,3.3918081931886e-09
20,1,1.6,-6,0.029740954921767,-4.41991199617832e-05
20,2,1.6,-5.6,0.0299792882418969,-8.0458370438662e-05
20,3,1.6,-5.2,0.0305057463493797,-0.000161158147353465
20,4,1.6,-4.8,0.0315662210919159,-0.000324949596685692
20,5,1.6,-4.4,0.0336682850986001,-0.000652590185072278
20,6,1.6,-4,0.0378112016066292,-0.00130586248822123
20,7,1.6,-3.6,0.0459224537704519,-0.00260035535517267
20,8,1.6,-3.2,0.0616013131682105,-0.00509982518326765
20,9,1.6,-2.8,0.0908735696006476,-0.00955674297585796
20,10,1.6,-2.4,0.141126894629799,-0.0161376050892666
20,11,1.6,-2,0.21488505794442,-0.0230046893957817
20,12,1.6,-1.6,0.301333902718726,-0.0269903614335218
20,13,1.6,-1.2,0.379694144019408,-0.027086183994148
20,14,1.6,-0.8,0.435383656172593,-0.0252289070657197
20,15,1.6,-0.4,0.466660075525782,-0.0235289438114244
20,16,1.6,0,0.476603845164064,-0.0228883138772991
20,17,1.6,0.4,0.466652735167355,-0.0235221419146235
20,18,1.6,0.8,0.43536797961875,-0.0252278650657017
20,19,1.6,1.2,0.379669241100393,-0.0270955766707868
20,20,1.6,1.6,0.301302489562214,-0.0269932677986282
20,21,1.6,2,0.214854499254578,-0.0230024243800216
20,22,1.6,2.4,0.141103655183798,-0.016134376784953
20,23,1.6,2.8,0.0908588573789352,-0.00955571631797043
20,24,1.6,3.2,0.0615926015702724,-0.00509807181257134
20,25,1.6,3.6,0.0459168982862585,-0.00259951056237747
20,26,1.6,4,0.0378065826123126,-0.00130506128032075
20,27,1.6,4.4,0.0336628235727783,-0.000651593196675543
20,28,1.6,4.8,0.0315560852688386,-0.000323010332745428
20,29,1.6,5.2,0.030494221464148,-0.0001589164375599
20,30,1.6,5.6,0.0299746238327919,-7.96071001513623e-05
20,31,1.6,6,0.0294967504674162,1.05242126356439e-07
21,0,2,-6.4,0.0294967504674162,5.84798250010837e-08
21,1,2,-6,0.0296844693715609,-3.58033821409735e-05
21,2,2,-5.6,0.029872324652871,-6.42835726423649e-05
21,3,2,-5.2,0.030280827325945,-0.000126635997606378
21,4,2,-4.8,0.0310875582265511,-0.000250937112018069
21,5,2,-4.4,0.0326493480892966,-0.0004932023839749
21,6,2,-4,0.0356413235331527,-0.000962699283206956
21,7,2,-3.6,0.0413021446673576,-0.00186119366080022
21,8,2,-3.2,0.0518325503592169,-0.00354625826910916
21,9,2,-2.8,0.0708332286922354,-0.00654396800476391
21,10,2,-2.4,0.103078657214409,-0.0112911469500855
21,11,2,-2,0.152033501663578,-0.0173632382258017
21,12,2,-1.6,0.214878733946426,-0.023001377716492
21,13,2,-1.2,0.280288206841161,-0.0264075944592565
21,14,2,-0.8,0.334326276136008,-0.0274360954857264
21,15,2,-0.4,0.368308535697759,-0.0272805486069912
21,16,2,0,0.379695878567157,-0.0270991085857889
21,17,2,0.4,0.368300269778746,-0.0272844079494786
21,18,2,0.8,0.334310009101523,-0.0274338290936225
21,19,2,1.2,0.280265762101989,-0.0264074862747848
21,20,2,1.6,0.214854499254578,-0.0230041111715181
21,21,2,2,0.152012605590928,-0.0173608177298705
21,22,2,2.4,0.103063713752667,-0.0112893902065437
21,23,2,2.8,0.0708238226720853,-0.00654221779818149
21,24,2,3.2,0.0518268089092621,-0.00354439238482397
21,25,2,3.6,0.0412982952880155,-0.00186047799179538
21,26,2,4,0.0356379282944065,-0.000961843657157448
21,27,2,4.4,0.032645143788305,-0.000492778380400865
21,28,2,4.8,0.0310796147692761,-0.000249398724084241
21,29,2,5.2,0.0302716192903953,-0.000124932313841395
21,30,2,5.6,0.0298683739890697,-6.36267730113903e-05
21,31,2,6,0.0294967504674162,-1.36748337559398e-07
22,0,2.4,-6.4,0.0294967504674162,6.30558756228441e-08
22,1,2.4,-6,0.0296304072239355,-2.78913506468706e-05
22,2,2.4,-5.6,0.0297718243621746,-4.92340292341579e-05
22,3,2.4,-5.2,0.0300739020628376,-9.5328257559021e-05
22,4,2.4,-4.8,0.0306574190416993,-0.000184721621831051
22,5,2.4,-4.4,0.0317580045913103,-0.000354829297398395
22,6,2.4,-4,0.0338028561418784,-0.000674037141505376
22,7,2.4,-3.6,0.0375332409369809,-0.00126260694671237
22,8,2.4,-3.2,0.0441863803012816,-0.00232220899698985
22,9,2.4,-2.8,0.0556804279052794,-0.0041604708428564
22,10,2.4,-2.4,0.0745534431023656,-0.00711561666182671
22,11,2.4,-2,0.103075964862458,-0.0112891681640837
22,12,2.4,-1.6,0.141118767232218,-0.0161353820289569
22,13,2.4,-1.2,0.184024746327342,-0.0205357477366299
22,14,2.4,-0.8,0.223349943123351,-0.023576650970008
22,15,2.4,-0.4,0.250549639878717,-0.0251635390233693
22,16,2.4,0,0.260176762951111,-0.0256227393690089
22,17,2.4,0.4,0.250542772043918,-0.0251599396157733
22,18,2.4,0.8,0.223337473827433,-0.0235813366632627
22,19,2.4,1.2,0.184009304927051,-0.0205323461553995
22,20,2.4,1.6,0.141103655183798,-0.016135356973727
22,21,2.4,2,0.103063713752667,-0.0112881541095094
22,22,2.4,2.4,0.0745448103202473,-0.00711754636234242
22,23,2.4,2.8,0.0556748673248596,-0.00416010781992848
22,24,2.4,3.2,0.0441828313762862,-0.00232063607415481
22,25,2.4,3.6,0.0375307246867825,-0.00126097101586787
22,26,2.4,4,0.0338004992817493,-0.000673132935333103
22,27,2.4,4.4,0.0317549563261339,-0.000354136248418218
22,28,2.4,4.8,0.0306515835914278,-0.000183661805610373
22,29,2.4,5.2,0.0300669996597791,-9.36605123335773e-05
22,30,2.4,5.6,0.0297686577377704,-4.86538864352892e-05
22,31,2.4,6,0.0294967504674162,-3.25788786504308e-07
23,0,2.8,-6.4,0.0294967504674162,-2.93840687345229e-07
23,1,2.8,-6,0.0295824163441753,-2.07831702923932e-05
23,2,2.8,-5.6,0.0296844254674417,-3.61358267618016e-05
23,3,2.8,-5.2,0.0298981220374142,-6.86388815309832e-05
23,4,2.8,-4.8,0.0303013791869167,-0.00013041887950681
23,5,2.8,-4.4,0.0310413604730679,-0.00024385972756786
23,6,2.8,-4,0.0323732817208697,-0.00045033176432321
23,7,2.8,-3.6,0.0347156304416587,-0.000816918073237231
23,8,2.8,-3.2,0.0387193476735128,-0.00144988314638624
23,9,2.8,-2.8,0.045320352101534,-0.00250351776956667
23,10,2.8,-2.4,0.0556794926675556,-0.00415911976047164
23,11,2.8,-2,0.0708302430808799,-0.00654393195008723
23,12,2.8,-1.6,0.0908668291913701,-0.00955726020122745
23,13,2.8,-1.2,0.113945831758547,-0.0127650693080264
23,14,2.8,-0.8,0.136029286980278,-0.0155419695097782
23,15,2.8,-0.4,0.152031155405715,-0.017363214601623
23,16,2.8,0,0.15786461632414,-0.0179898961621186
23,17,2.8,0.4,0.152027041561583,-0.0173633337414796
23,18,2.8,0.8,0.13602213013639,-0.0155385755382301
23,19,2.8,1.2,0.113937395704551,-0.012764380657123
23,20,2.8,1.6,0.0908588573789352,-0.00955434848347568
23,21,2.8,2,0.0708238226720854,-0.00654270905563887
23,22,2.8,2.4,0.0556748673248596,-0.00415867280071926
23,23,2.8,2.8,0.0453172463469679,-0.00250242355291837
23,24,2.8,3.2,0.0387172642190822,-0.0014493177949994
23,25,2.8,3.6,0.0347140727805401,-0.000816610340743026
23,26,2.8,4,0.0323717464100257,-0.000450320713437506
23,27,2.8,4.4,0.0310393081826057,-0.000243553967662645
23,28,2.8,4.8,0.0302974387569472,-0.000129432136681599
23,29,2.8,5.2,0.0298933621112007,-6.74873075520615e-05
23,30,2.8,5.6,0.0296820609824644,-3.57345740429641e-05
23,31,2.8,6,0.0294967504674162,2.90118733431509e-07
24,0,3.2,-6.4,0.0294967504674162,-5.78212897039118e-10
24,1,3.2,-6,0.029542407250403,-1.51327282790673e-05
24,2,3.2,-5.6,0.0296131391211528,-2.57004359485885e-05
24,3,3.2,-5.2,0.029758267855442,-4.75976240110201e-05
24,4,3.2,-4.8,0.0300258198449433,-8.82142375261243e-05
24,5,3.2,-4.4,0.0305032866249381,-0.000161017940843682
24,6,3.2,-4,0.0313356249534321,-0.000289391552654328
24,7,3.2,-3.6,0.0327478945101879,-0.000508950497027982
24,8,3.2,-3.2,0.0350660423859493,-0.000871973237009377
24,9,3.2,-2.8,0.0387189309708323,-0.00144971508462455
24,10,3.2,-2.4,0.0441852006749271,-0.00232207929498812
24,11,3.2,-2,0.0518299680728267,-0.00354481306388761
24,12,3.2,-1.6,0.0615964200895983,-0.00510078533445942
24,13,3.2,-1.2,0.0726386273680557,-0.00682360726267093
24,14,3.2,-0.8,0.0831731784694726,-0.00842363163224076
24,15,3.2,-0.4,0.0908604621564748,-0.00955592625515583
24,16,3.2,0,0.0936865190908025,-0.00996655161845627
24,17,3.2,0.4,0.0908584853002741,-0.00955654965461235
24,18,3.2,0.8,0.0831697688134423,-0.00842343439695851
24,19,3.2,1.2,0.0726346257090167,-0.00682231238042563
24,20,3.2,1.6,0.0615926015702725,-0.0050980561158056
24,21,3.2,2,0.0518268089092622,-0.00354522233236742
24,22,3.2,2.4,0.0441828313762862,-0.00232183834066963
24,23,3.2,2.8,0.0387172642190822,-0.00145006155746533
24,24,3.2,3.2,0.0350648733883535,-0.000871814177985707
24,25,3.2,3.6,0.0327469872821964,-0.000508610320296343
24,26,3.2,4,0.0313347081013584,-0.000289229370247946
24,27,3.2,4.4,0.0305020499718926,-0.00016098108566285
24,28,3.2,4.8,0.0300234907487073,-8.75757257548721e-05
24,29,3.2,5.2,0.0297553845969272,-4.68654430052587e-05
24,30,3.2,5.6,0.0296115384375245,-2.52577158484475e-05
24,31,3.2,6,0.0294967504674162,3.13636274171152e-07
25,0,3.6,-6.4,0.0294967504674162,-1.65397507222223e-08
25,1,3.6,-6,0.0295108298253205,-1.05797566804803e-05
25,2,3.6,-5.6,0.0295580915745094,-1.77278551774726e-05
25,3,3.6,-5.2,0.0296529762191818,-3.19858290871427e-05
25,4,3.6,-4.8,0.0298241392996148,-5.77646645755334e-05
25,5,3.6,-4.4,0.0301214634946273,-0.000102955269495401
25,6,3.6,-4,0.0306236026367614,-0.00017974156447767
25,7,3.6,-3.6,0.0314466227056101,-0.000306659495152235
25,8,3.6,-3.2,0.0327476117848283,-0.000508753068318781
25,9,3.6,-2.8,0.0347149394068733,-0.000816780335831396
25,10,3.6,-2.4,0.0375319072263075,-0.00126109834274463
25,11,3.6,-2,0.0412998074349517,-0.00186060036203263
25,12,3.6,-1.6,0.0459186575319281,-0.00259934894513791
25,13,3.6,-1.2,0.0509663083387812,-0.00340759150029699
25,14,3.6,-0.8,0.0556681390868122,-0.00415834665618186
25,15,3.6,-0.4,0.0590527223394759,-0.00469689924465233
25,16,3.6,0,0.0602902443411226,-0.0048926010800905
25,17,3.6,0.4,0.0590518616052002,-0.00469701090250971
25,18,3.6,0.8,0.0556666411789121,-0.00415998267771153
25,19,3.6,1.2,0.0509645169375882,-0.00340769884428845
25,20,3.6,1.6,0.0459168982862586,-0.00259875150476671
25,21,3.6,2,0.0412982952880155,-0.00186050260008761
25,22,3.6,2.4,0.0375307246867825,-0.00126169845269912
25,23,3.6,2.8,0.03471407278054,-0.000816766749624811
25,24,3.6,3.2,0.0327469872821964,-0.00050843120609079
25,25,3.6,3.6,0.0314461389260376,-0.000306467900997747
25,26,3.6,4,0.0306231334323817,-0.000179488781526254
25,27,3.6,4.4,0.0301208647239874,-0.000102758502742165
25,28,3.6,4.8,0.029823109848417,-5.73727333416743e-05
25,29,3.6,5.2,0.0296516459810486,-3.13369894221942e-05
25,30,3.6,5.6,0.0295571717898492,-1.72044520549717e-05
25,31,3.6,6,0.0294967504674162,-1.82342812761044e-07
26,0,4,-6.4,0.0294967504674162,-1.0423393717437e-07
26,1,4,-6,0.0294871522554718,-7.11812804912353e-06
26,2,4,-5.6,0.0295176309503401,-1.17726899569444e-05
26,3,4,-5.2,0.0295774259768496,-2.07786583306222e-05
26,4,4,-4.8,0.0296833527777056,-3.68137412019353e-05
26,5,4,-4.4,0.0298629266766393,-6.3859546277075e-05
26,6,4,-4,0.0301570490622373,-0.000108273626507314
26,7,4,-3.6,0.0306233511490504,-0.000179609157140918
26,8,4,-3.2,0.0313350194858884,-0.00028918883680786
26,9,4,-2.8,0.0323721827796179,-0.000450421268432943
26,10,4,-2.4,0.0338010783875579,-0.000673422240737819
26,11,4,-2,0.0356386440308723,-0.000962181265390593
26,12,4,-1.6,0.0378073857264277,-0.00130482859429354
26,13,4,-1.2,0.0400985717640554,-0.00166949930078126
26,14,4,-0.8,0.0421752607976849,-0.0020004048722374
26,15,4,-0.4,0.0436422523286949,-0.00223598710830692
26,16,4,0,0.0441734860536104,-0.00231936707387816
26,17,4,0.4,0.043641885661452,-0.00223524753993732
26,18,4,0.8,0.0421746133098152,-0.00200004391242007
26,19,4,1.2,0.0400977788930207,-0.00166931343054534
26,20,4,1.6,0.0378065826123127,-0.00130504580062246
26,21,4,2,0.0356379282944065,-0.000961891969524924
26,22,4,2.4,0.0338004992817493,-0.000673225643628275
26,23,4,2.8,0.0323717464100258,-0.000450180246281355
26,24,4,3.2,0.0313347081013584,-0.000289303335976722
26,25,4,3.6,0.0306231334323817,-0.000179650750392836
26,26,4,4,0.0301568901708999,-0.000107956949650574
26,27,4,4.4,0.029862799351029,-6.36029264341297e-05
26,28,4,4.8,0.0296833123881118,-3.64114970395749e-05
26,29,4,5.2,0.0295773041660693,-2.03031580859342e-05
26,30,4,5.6,0.0295172680224257,-1.13157342193264e-05
26,31,4,6,0.0294967504674162,-1.46858996881934e-07
27,0,4.4,-6.4,0.0294967504674162,3.5314277677787e-07
27,1,4.4,-6,0.0294703657604735,-4.59343381001528e-06
27,2,4.4,-5.6,0.0294893439077826,-7.34398790900378e-06
27,3,4.4,-5.2,0.0295256198697971,-1.30711212578844e-05
27,4,4.4,-4.8,0.0295891219057317,-2.26577284356394e-05
27,5,4.4,-4.4,0.0296947047307646,-3.84271573190881e-05
27,6,4.4,-4,0.0298627581109142,-6.36738308159614e-05
27,7,4.4,-3.6,0.0301209230091454,-0.000102691967332889
27,8,4.4,-3.2,0.0305021873156709,-0.000160965005341582
27,9,4.4,-2.8,0.0310395191159701,-0.000243689880053624
27,10,4.4,-2.4,0.0317552343142324,-0.0003541991982977
27,11,4.4,-2,0.0326454801351655,-0.000492379223526511
27,12,4.4,-1.6,0.0336631897456214,-0.000651698217709414
27,13,4.4,-1.2,0.0347078464427126,-0.000815317066144187
27,14,4.4,-0.8,0.0356325229012675,-0.000961143990449325
27,15,4.4,-0.4,0.0362746274799165,-0.00106214797375316
27,16,4.4,0,0.0365050712580526,-0.0010981744406328
27,17,4.4,0.4,0.0362744700239581,-0.00106228164902292
27,18,4.4,0.8,0.0356322414194444,-0.00096091895253072
